管轄市町村名,避難先名称,避難種別,指定区分,指定場所,災害区分,土砂災害・浸水・津波浸水予測地域,風水害,津波,耐震性,備蓄の有無,備蓄品目,標高（m）,経度：東経(世界測地系10進法),緯度：北緯(世界測地系10進法),発電機の有無,発動発電機（可搬型）,自家発電機,施設面積〈屋内〉（㎡）,施設面積〈屋外〉（㎡）,収容人数(避難所),収容人数(避難場所）,所在地,備考1
和歌山市,アイビースクエア,避難場所,指定避難場所,,洪水　津波　,浸水予測地域　津波浸水予測地域,,☆,,,,2.8,135.165662,34.248056,,,,,,,102,和歌山市福島293-1,
和歌山市,太田小学校,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事,浸水予測地域　,☆☆☆,☆☆☆,耐震　,○,アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,4.7,135.19883,34.234145,,,,3715,7811,1238,3841,和歌山市太田636,
和歌山市,県営住宅今福第一団地,避難場所,指定避難場所,３階以上の共用部分,洪水　津波　,,☆☆☆,☆☆☆,耐震　,,,5.8,135.165264,34.211,,,,,,,483,和歌山市今福2丁目3-45,
和歌山市,県営住宅今福第二団地（１～5号棟）,避難場所,指定避難場所,３階以上の共用部分,洪水　津波　,,☆☆☆,☆☆☆,耐震　,,,5.8,135.1638,34.209361,,,,,,,1640,和歌山市今福３丁目6-22,
和歌山市,県営住宅雄湊団地,避難場所,指定避難場所,３階以上の共用部分,洪水　津波　,,☆☆☆,☆☆☆,耐震　,,,11.7,135.164909,34.229371,,,,,,,556,和歌山市男野芝丁3,
和歌山市,県営住宅川永団地(1～2号棟),避難場所,指定避難場所,2階以上の共用部分,洪水　津波　,,☆☆☆,☆☆☆,耐震　,,,10.8,135.252681,34.260358,,,,,,,2771,和歌山市島51-2,
和歌山市,県営住宅紀伊団地,避難場所,指定避難場所,1階以上の共用部分,洪水　津波　,,☆☆☆,☆☆☆,耐震　,,,17.7,135.234614,34.264653,,,,,,,1829,和歌山市弘西1042-8,
和歌山市,県営住宅千旦団地10号棟,避難場所,指定避難場所,2階以上の共用部分,洪水　津波　,,☆☆☆,☆☆☆,耐震　,,,9.7,135.246775,34.243781,,,,,,,855,和歌山市禰宜1341-3,
和歌山市,県営住宅西浜団地,避難場所,指定避難場所,4階以上の共用部分,洪水　津波　,,☆☆☆,☆☆☆,耐震　,,,4.8,135.165845,34.201906,,,,,,,802,和歌山市西浜１丁目6-40,
和歌山市,県営住宅ニューかわなが団地１号棟,避難場所,指定避難場所,2階以上の共用部分,洪水　津波　,,☆☆☆,☆☆☆,耐震　,,,10.7,135.252531,34.259064,,,,,,,592,和歌山市島105-2,
和歌山市,県営住宅ニューかわなが団地２号棟,避難場所,指定避難場所,2階以上の共用部分,洪水　津波　,,☆☆☆,☆☆☆,耐震　,,,10.8,135.251428,34.259511,,,,,,,355,和歌山市島51-10,
和歌山市,県営住宅ニューかわなが団地３号棟,避難場所,指定避難場所,2階以上の共用部分,洪水　津波　,,☆☆☆,☆☆☆,耐震　,,,10.8,135.250053,34.2594,,,,,,,139,和歌山市宇田森9-6,
和歌山市,県営住宅ニューかわなが団地４号棟,避難場所,指定避難場所,2階以上の共用部分,洪水　津波　,,☆☆☆,☆☆☆,耐震　,,,10.6,135.250022,34.259758,,,,,,,348,和歌山市宇田森9-5,
和歌山市,県営住宅ニューかわなが団地５号棟,避難場所,指定避難場所,2階以上の共用部分,洪水　津波　,,☆☆☆,☆☆☆,耐震,,,10.9,135.251283,34.259797,,,,,,,361,和歌山市島51-2,
和歌山市,県営住宅東松江団地,避難場所,指定避難場所,５階以上の共用部分,洪水　津波　,,☆☆☆,☆☆☆,耐震　,,,3,135.139328,34.247364,,,,,,,943,和歌山市松江　東４丁目6-28,
和歌山市,県営住宅三葛団地2号棟,避難場所,指定避難場所,屋上の共用部分,洪水　津波　,,☆☆☆,☆,耐震　,,,1.8,135.189531,34.197586,,,,,,,341,和歌山市三葛484,
和歌山市,県営住宅宮前駅前団地,避難場所,指定避難場所,2階以上の共用部分,洪水　津波　,,☆☆☆,☆,耐震　,,,2.5,135.188222,34.213578,,,,,,,332,和歌山市北中島1-4-4,
和歌山市,県営住宅和歌山東団地,避難場所,指定避難場所,2階以上の共用部分,洪水　津波　,,☆☆☆,☆☆☆,耐震　,,,3.7,135.194147,34.227319,,,,,,,660,和歌山市太田103-1,
和歌山市,三田山,避難場所,指定避難場所,山林の頂上広場及び頂上にいたる通路部分,津波　,,,☆☆☆,,,,16.9,135.199813,34.203431,,,,,,,250,和歌山市坂田336,
和歌山市,水軒堤防公園（水軒交差点より以北部分）,避難場所,指定避難場所,斜面を登り切った広場及び通路部分,津波　,,,☆,,,,4.2,135.153387,34.205937,,,,,33600,,11200,和歌山市西浜1664,
和歌山市,青少年国際交流センター,避難場所,,青少年国際交流センター,津波　,津波浸水予測地域,,☆☆☆,,,,,135.066699,34.271562,,,,,,,,和歌山市加太1907-2,
和歌山市,中央卸売市場総合食品センター棟「わかやままるしぇ」,避難場所,指定避難場所,屋上,洪水　津波　,津波浸水予測地域,,☆,,,,3.2,135.148674,34.209411,,,,,,,2109,和歌山市西浜1660-401,
和歌山市,つつじが丘テニスコート,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事,,☆☆☆,☆☆☆,耐震　,○,アルファ化米・乾パン・飲料水・毛布・トイレ処理セット・緊急対応型ラジオ,60,135.102375,34.268947,,,,4657,54515,1552,19723,和歌山市つつじが丘４丁目4,
和歌山市,西和佐公園,避難場所,指定避難場所,,地震　津波　大規模な火事,,,☆☆☆,,,,7,135.230348,34.240967,,,,,3389,,1129,和歌山市岩橋714-1,
和歌山市,ビレッジハウス紀三井寺(1～3号棟),避難場所,指定避難場所,２階以上の共用部分,洪水　津波　,津波浸水予測地域,,☆,耐震　,,,1.9,135.199958,34.170389,,,,,,,564,和歌山市紀三井寺342,
和歌山市,ビレッジハウス紀三井寺(4～6号棟),避難場所,指定避難場所,２階以上の共用部分,洪水　津波　,津波浸水予測地域,,☆,耐震　,,,1.9,135.199603,34.170515,,,,,,,509,和歌山市紀三井寺1-28,
和歌山市,メゾンたんぽぽ,避難場所,指定避難場所,,津波　,浸水予測地域　津波浸水予測地域,,☆,,,,2,135.162779,34.249244,,,,,,,153,和歌山市福島72-1,
和歌山市,リベラルパレス福島,避難場所,指定避難場所,,洪水　津波　,浸水予測地域　津波浸水予測地域,,☆,,,,2.7,135.161819,34.246042,,,,,,,88,和歌山市福島679-6,
和歌山市,和歌山北高等学校西校舎,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事,土砂災害予測地域　,☆☆☆,☆☆☆,耐震　,○,アルファ化米・乾パン・飲料水・毛布・トイレ処理セット・緊急対応型ラジオ,71.8,135.109748,34.265851,,,,9225,25586,3075,11603,和歌山市西庄1148-1,
和歌山市,和歌山市民図書館（屋上）,避難場所,指定避難場所,,津波　,,,☆,,,,,135.167423,34.236195,,,,,905,,905,和歌山市屏風丁17,
和歌山市,和歌山信愛大学（屋内運動場・グラウンド）,避難所を兼ねる避難場所,指定避難場所兼指定避難所,屋内運動場・グラウンド,崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事,浸水予測地域　,☆,☆☆,耐震　,,,2.9,135.176108,34.236861,,,,929,2480,170,870,和歌山市住吉町1,
和歌山市,和歌山城ホール,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　,,☆☆☆,☆☆☆,耐震　,○,アルファ化米、乾パン、飲料水,5,135.172002,34.230423,,,,,,1797,2363,和歌山市七番丁25-1,
和歌山市,東京医療保健大学(屋内運動場・別館),避難所,指定避難所,屋内運動場・別館,崖崩れ・土石流及び地滑り　地震　津波　,,☆☆☆,☆☆☆,,○,アルファ化米・乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,13.8,135.166118,34.228065,,,,,,189,,和歌山市東坂ノ上丁3,
和歌山市,和歌山ビッグ愛（敷地部分）・和歌山ビッグホエール（駐車場含）,避難場所,指定避難場所,敷地部分,地震　津波　大規模な火事,津波浸水予測地域,,☆☆,,,,2.1,135.189892,34.218578,,,,,87219,,29072,和歌山市手平２丁目1-2,
和歌山市,紀三井寺公園,避難場所,指定避難場所,,地震　津波　大規模な火事,津波浸水予測地域,,☆,,,,2,135.190736,34.166673,,,,,,,48391,和歌山市紀三井寺200,
和歌山市,和歌山城公園,避難場所,指定避難場所,,地震　津波　大規模な火事,,,☆☆☆,,,,9,135.171189,34.226376,,,,,,,25987,和歌山市一番丁3,
和歌山市,ケアハウス　黎明の里,福祉避難所,指定福祉避難所,,,,,,,,,,135.25112,34.274603,,,,,,10,,和歌山市北野669-1,
和歌山市,芦原こども園,福祉避難所,指定福祉避難所,,,,,,,,,,135.180556,34.219085,,,,,,28,,和歌山市雄松町５丁目4-1,
和歌山市,本町こども園,福祉避難所,指定福祉避難所,,,,,,,,,,135.175288,34.236968,,,,,,13,,和歌山市北桶屋町7,
和歌山市,ケアハウス　山口葵園,福祉避難所,指定福祉避難所,,洪水　,,,,,,,,135.263347,34.264428,,,,,,10,,和歌山市藤田25-1,
和歌山市,和歌山下津港湾事務所庁舎,避難場所,指定避難場所,屋上,洪水　高潮　津波　,浸水予測地域　津波浸水予測地域,,☆,耐震　,,,,135.148716,34.220393,,,,128.05,,,128,和歌山市築港６丁目22,
和歌山市,紀州技研工業株式会社（インク研究所）,避難場所,指定避難場所,2階以上の共用部分,高潮　津波　,,,☆,耐震　,,,2.6,135.183927,34.174589,,,,,610,,610,和歌山市布引534-2,
和歌山市,ウイズ,福祉避難所,指定福祉避難所,,,,,,,,,,135.214698,34.201428,,,,,,27,,和歌山市和田80-1,
和歌山市,紀和駅前公園,避難場所,指定避難場所,,地震　津波　大規模な火事,,,☆☆,,,,2.8,135.181196,34.242065,,,,,15463,,5154,和歌山市中之島803-20,
和歌山市,雄湊グラウンド,避難場所,指定避難場所,,洪水　地震　津波　大規模な火事,,,☆☆☆,,,,13.8,135.166118,34.228065,,,,,4449,,1483,和歌山市東坂ノ上丁3,
和歌山市,１２３＋Ｎ和歌山本店(立体駐車場棟),避難場所,指定避難場所,,津波　,津波浸水予測地域,,☆☆,耐震　,,,2.5,135.185727,34.19637,,,,,,,6420,和歌山市小雑賀762-1,
和歌山市,あけぼの団地,避難場所,指定避難場所,２階以上の共用部分,津波　,津波浸水予測地域,,☆☆,耐震　,,,2,135.198958,34.210453,,,,,,,1758,和歌山市田尻178-5,
和歌山市,セラヴィ神前,福祉避難所,指定福祉避難所,,,,,,,,,,135.203101,34.215556,,,,,,33,,和歌山市神前182-1,
和歌山市,あいあいセンター,避難所を兼ねる避難場所,指定避難場所兼指定避難所,,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事,,☆☆☆,☆☆☆,耐震　,○,アルファ化米・乾パン・飲料水・緊急対応型ラジオ,5.8,135.167696,34.230599,,,,5273,,1757,1757,和歌山市小人町29,
和歌山市,ふれ愛センター,避難所を兼ねる避難場所,指定避難場所兼指定避難所,津波時は3階以上,洪水　崖崩れ・土石流及び地滑り　内水氾濫　地震　津波　大規模な火事,浸水予測地域　津波浸水予測地域,☆☆☆,☆☆,耐震　,○,アルファ化米・乾パン・飲料水・緊急対応型ラジオ,2.3,135.190278,34.226968,,,,863,,287,287,和歌山市木広町５丁目1-9,
和歌山市,春風会きし,福祉避難所,指定福祉避難所,,,,,,,,,,135.161854,34.260696,,,,,,33,,和歌山市栄谷460-1,
和歌山市,大日倶楽部オラ,福祉避難所,指定福祉避難所,,,,,,,,,,135.245591,34.207077,,,,,,99,,和歌山市平尾8-1,
和歌山市,第Ⅲ竹の里園,福祉避難所,指定福祉避難所,,,,,,,,,,135.255739,34.213806,,,,,,30,,和歌山市明王寺16-1,
和歌山市,和歌山ビッグ愛,避難場所,指定避難場所,５階以上の共用部分,津波　,津波浸水予測地域,,☆☆,耐震　,,,1.6,135.190156,34.218559,,,,,,,1760,和歌山市手平２丁目1-12,
和歌山市,中言神社（岡崎）,避難場所,,,津波　,,,☆☆☆,,,,27,135.210657,34.211488,,,,,,,,和歌山市神前,
和歌山市,法紹寺,避難場所,,,津波　,,,☆☆☆,,,,27,135.20998,34.21416,,,,,,,,和歌山市神前789,
和歌山市,オークワセントラルシティ和歌山店(屋上駐車場),避難場所,指定避難場所,屋上駐車場,津波　,津波浸水予測地域,,☆☆,耐震　,,,3.8,135.183318,34.195357,,,,,,,10380,和歌山市小雑賀805-1,
和歌山市,沖見の里（旧雑賀崎小学校跡地）,避難場所,指定避難場所,敷地内,津波　,,,☆☆☆,,,,53,135.145267,34.190391,,,,,,,,和歌山市雑賀崎1612,
和歌山市,有功ヶ丘学園,福祉避難所,指定福祉避難所,,,,,,,,,,135.188276,34.26939,,,,,,20,,和歌山市園部381-2,
和歌山市,麦の芽ホーム,福祉避難所,指定福祉避難所,,,,,,,,,,135.232637,34.244149,,,,,,15,,和歌山市岩橋643,
和歌山市,特別養護老人ホームすこやか,福祉避難所,指定福祉避難所,,,,,,,,,,135.21209,34.204433,,,,,,13,,和歌山市和田583-1,
和歌山市,特別養護老人ホーム　西庄園,福祉避難所,指定福祉避難所,,,,,,,,,,135.112901,34.264206,,,,,,50,,和歌山市西庄1133-2,
和歌山市,特別養護老人ホーム　山口葵園,福祉避難所,指定福祉避難所,,,,,,,,,,135.263123,34.264404,,,,,,10,,和歌山市藤田25-1,
和歌山市,特別養護老人ホーム　紀伊松風苑,福祉避難所,指定福祉避難所,,,,,,,,,,135.188798,34.271765,,,,,,20,,和歌山市園部1668-1,
和歌山市,特別養護老人ホーム　紀伊てまり苑,福祉避難所,指定福祉避難所,,,,,,,,,,135.232962,34.25747,,,,,,54,,和歌山市西田井224,
和歌山市,特別養護老人ホーム　喜成会,福祉避難所,指定福祉避難所,,,,,,,,,,135.249609,34.264972,,,,,,8,,和歌山市北野128,
和歌山市,特別養護老人ホーム　グランリーフ,福祉避難所,指定福祉避難所,,,,,,,,,,135.184336,34.22382,,,,,,25,,和歌山市南片原２丁目12,
和歌山市,特別養護老人ホーム　わかうら園,福祉避難所,指定福祉避難所,,,,,,,,,,135.150223,34.185656,,,,,,65,,和歌山市田野175,
和歌山市,特別養護老人ホーム　みどりが丘ホーム,福祉避難所,指定福祉避難所,,,,,,,,,,135.237809,34.234675,,,,,,26,,和歌山市和佐中213-1,
和歌山市,特別養護老人ホーム　ほうらい苑,福祉避難所,指定福祉避難所,,,,,,,,,,135.156766,34.185692,,,,,,48,,和歌山市新和歌浦2-9,
和歌山市,特別養護老人ホーム　ソンリッサきみさと,福祉避難所,指定福祉避難所,,,,,,,,,,135.101484,34.265972,,,,,,137,,和歌山市つつじが丘５丁目3-2,
和歌山市,特別養護老人ホーム　君里苑,福祉避難所,指定福祉避難所,,,,,,,,,,135.130022,34.265358,,,,,,147,,和歌山市木ノ本1837-1,
和歌山市,特別養護老人ホーム　紀三井寺苑,福祉避難所,指定福祉避難所,,,,,,,,,,135.184684,34.181289,,,,,,25,,和歌山市紀三井寺560-2,
和歌山市,特別養護老人ホーム　あんず苑,福祉避難所,指定福祉避難所,,,,,,,,,,135.281953,34.237123,,,,,,38,,和歌山市東田中307,
和歌山市,特別養護老人ホーム　アンシアナトー,福祉避難所,指定福祉避難所,,,,,,,,,,135.134555,34.243836,,,,,,30,,和歌山市松江　東１丁目7-25,
和歌山市,竹の里園　デイサービスセンター,福祉避難所,指定福祉避難所,,,,,,,,,,135.254139,34.21365,,,,,,35,,和歌山市明王寺3-1,
和歌山市,地域密着型介護老人福祉施設　三寿苑,福祉避難所,指定福祉避難所,,,,,,,,,,135.147344,34.243192,,,,,,7,,和歌山市島橋南ノ丁6-21,
和歌山市,地域密着型介護老人福祉施設　わかやま苑,福祉避難所,指定福祉避難所,,,,,,,,,,135.177141,34.230735,,,,,,25,,和歌山市屋形町１丁目39-2,
和歌山市,地域密着型介護老人福祉施設　みのり西庄園,福祉避難所,指定福祉避難所,,,,,,,,,,135.098984,34.265855,,,,,,10,,和歌山市つつじが丘７丁目3-3,
和歌山市,地域活動支援センター　櫻,福祉避難所,指定福祉避難所,,,,,,,,,,135.175465,34.197808,,,,,,5,,和歌山市塩屋３丁目6-2,
和歌山市,第Ⅱ竹の里園　デイサービスセンター,福祉避難所,指定福祉避難所,,,,,,,,,,135.25529,34.214177,,,,,,20,,和歌山市明王寺17-1,
和歌山市,多機能型事業所　めばえ,福祉避難所,指定福祉避難所,,,,,,,,,,135.175481,34.197847,,,,,,5,,和歌山市塩屋３丁目6-2,
和歌山市,綜成苑,福祉避難所,指定福祉避難所,,,,,,,,,,135.117442,34.270983,,,,,,41,,和歌山市西庄1107-1,
和歌山市,綜愛苑,福祉避難所,指定福祉避難所,,,,,,,,,,135.117767,34.270277,,,,,,43,,和歌山市西庄1107-45,
和歌山市,琴の浦リハビリテーションセンター,福祉避難所,指定福祉避難所,,,,,,,,,,135.185134,34.157969,,,,,,10,,和歌山市毛見1451,
和歌山市,小倉園,福祉避難所,指定福祉避難所,,,,,,,,,,135.285905,34.24455,,,,,,6,,和歌山市新庄388-1,
和歌山市,山口葵園　デイ・サービスセンター,福祉避難所,指定福祉避難所,,,,,,,,,,135.263197,34.264377,,,,,,10,,和歌山市藤田25-1,
和歌山市,救護施設　かつらぎ園,福祉避難所,指定福祉避難所,,,,,,,,,,135.189348,34.271107,,,,,,12,,和歌山市園部366-1,
和歌山市,愛徳医療福祉センター,福祉避難所,指定福祉避難所,,,,,,,,,,135.163496,34.211248,,,,,,5,,和歌山市今福３丁目5-41,
和歌山市,養護老人ホーム　喜和の郷,福祉避難所,指定福祉避難所,,,,,,,,,,135.245686,34.27202,,,,,,5,,和歌山市北野572-1,
和歌山市,みどり第２ケアステーション,福祉避難所,指定福祉避難所,,,,,,,,,,135.160517,34.220082,,,,,,,,和歌山市土佐町３丁目25番地2号,
和歌山市,みずほ園,福祉避難所,指定福祉避難所,,,,,,,,,,135.221297,34.199962,,,,,,12,,和歌山市朝日83-1,
和歌山市,特別養護老人ホーム　大日山荘,福祉避難所,指定福祉避難所,,,,,,,,,,135.246414,34.214598,,,,,,41,,和歌山市平尾2-1,
和歌山市,特別養護老人ホーム　第二親和園,福祉避難所,指定福祉避難所,,,,,,,,,,135.189719,34.202125,,,,,,6,,和歌山市杭ノ瀬462-2,
和歌山市,特別養護老人ホーム　親和園,福祉避難所,指定福祉避難所,,,,,,,,,,135.189397,34.21108,,,,,,5,,和歌山市杭ノ瀬255-2,
和歌山市,アトリオつつじⅠⅡⅢ　デイサービスセンター,福祉避難所,指定福祉避難所,,,,,,,,,,135.101307,34.266603,,,,,,93,,和歌山市つつじが丘５丁目3-3,
和歌山市,地域密着型介護老人福祉施設　第五親和園,福祉避難所,指定福祉避難所,,,,,,,,,,135.192086,34.205886,,,,,,4,,和歌山市杭ノ瀬432-3,
和歌山市,生活支援ハウス　カリエンテ,福祉避難所,指定福祉避難所,,,,,,,,,,135.134555,34.243836,,,,,,8,,和歌山市松江　東１丁目7-25,
和歌山市,高齢者総合ケアセンター　みらい,福祉避難所,指定福祉避難所,,,,,,,,,,135.247671,34.265389,,,,,,6,,和歌山市北野118-2,
和歌山市,ケアハウス　第三親和園,福祉避難所,指定福祉避難所,,,,,,,,,,135.189925,34.202167,,,,,,10,,和歌山市杭ノ瀬463-1,
和歌山市,グループ・ホーム　ぷすぷす,福祉避難所,指定福祉避難所,,,,,,,,,,135.134555,34.243836,,,,,,6,,和歌山市松江　東１丁目7-25,
和歌山市,介護付き住宅　みのり,福祉避難所,指定福祉避難所,,,,,,,,,,135.240436,34.271236,,,,,,,,和歌山市弘西571番地,
和歌山市,カーサ・デ・ソコロ・アンシアナトー,福祉避難所,指定福祉避難所,,,,,,,,,,135.134555,34.243836,,,,,,12,,和歌山市松江　東１丁目7-25,
和歌山市,島橋公園,避難場所,指定避難場所,津波予想時使用不可,地震　大規模な火事,津波浸水予測地域,,,,,,1.9,135.146236,34.244782,,,,,4015,,1338,和歌山市島橋西ノ丁1,
和歌山市,紀三井寺児童遊園東,避難場所,指定避難場所,津波予想時使用不可,地震　大規模な火事,津波浸水予測地域,,,,,,1.7,135.198952,34.169859,,,,,1253,,417,和歌山市紀三井寺1-56,
和歌山市,紀三井寺児童遊園西,避難場所,指定避難場所,津波予想時使用不可,地震　大規模な火事,津波浸水予測地域,,,,,,1.7,135.195586,34.167973,,,,,934,,311,和歌山市紀三井寺1-204,
和歌山市,湊御殿公園,避難場所,指定避難場所,津波予想時使用不可,地震　大規模な火事,津波浸水予測地域,,,,,,1.1,135.158582,34.21748,,,,,4826,,1608,和歌山市湊御殿３丁目7,
和歌山市,端ノ丁公園,避難場所,指定避難場所,津波予想時使用不可,地震　大規模な火事,津波浸水予測地域,,,,,,2.3,135.161535,34.22043,,,,,986,,328,和歌山市土佐町３丁目6,
和歌山市,港公園,避難場所,指定避難場所,津波予想時使用不可,地震　大規模な火事,津波浸水予測地域,,,,,,2.5,135.153564,34.220659,,,,,1659,,553,和歌山市築港４丁目14,
和歌山市,和歌川終末処理場(屋外),避難場所,指定避難場所,津波予想時使用不可,地震　大規模な火事,津波浸水予測地域,,,,,,2.3,135.180099,34.197862,,,,,48312,,16104,和歌山市塩屋５丁目3-41,
和歌山市,牛町公園,避難場所,指定避難場所,津波予想時使用不可,地震　大規模な火事,津波浸水予測地域,,,,,,4.5,135.161327,34.226618,,,,,4267,,1422,和歌山市南牛町48,
和歌山市,セラヴィ神前,避難場所,指定避難場所,３階以上の共用部分,津波　,,,☆☆☆,耐震　,,,2,135.203101,34.215556,,,,,,,282,和歌山市神前182-1,
和歌山市,クローバーメゾン狐島,避難場所,指定避難場所,3階以上の共用部分,津波　,津波浸水予測地域,,☆☆,耐震　,,,3.5,135.149429,34.249859,,,,,,,424,和歌山市狐島622-1,
和歌山市,和歌山県民文化会館,避難場所,指定避難場所,大ホール入り口前広場,津波　,,,☆☆☆,,,,7.2,135.167953,34.224804,,,,,,,,和歌山市小松原通１丁目1,
和歌山市,イズミヤ和歌山店(駐車場),避難場所,指定避難場所,３階以上の駐車場,津波　,津波浸水予測地域,,☆☆,耐震　,,,3,135.187469,34.221615,,,,,,,21810,和歌山市新生町7-20,
和歌山市,秋葉山配水池,避難場所,指定避難場所,敷地内,津波　,,,☆☆☆,,,,34,135.172811,34.19687,,,,,,,,和歌山市和歌浦　東１丁目393-9,
和歌山市,和歌山大学附属小・中学校（体育館・グラウンド）,避難場所,指定避難場所,体育館・グラウンド,津波　,,,☆☆☆,,,,14.3,135.171936,34.223526,,,,,,,8405,和歌山市吹上１丁目4-1,
和歌山市,智辯学園和歌山小学・中学・高等学校(グラウンド),避難場所,指定避難場所,グラウンド,津波　,土砂災害予測地域　浸水予測地域　,,☆☆☆,,,,4,135.211853,34.174316,,,,,,,,和歌山市冬野2066-1,
和歌山市,木本聖地霊園,避難場所,指定避難場所,敷地内,津波　,,,☆☆☆,,,,18,135.125812,34.266027,,,,,,,,和歌山市木ノ本1560-1,
和歌山市,市営ラブリー松江団地,避難場所,指定避難場所,５階以上の共用部分,津波　,津波浸水予測地域,,☆☆,耐震　,,,1.8,135.138336,34.248661,,,,,,,3601,和歌山市松江　北２丁目2-5,
和歌山市,オークワ教育研修センター,避難場所,指定避難場所,４階大ホール,津波　,津波浸水予測地域,,☆,耐震　,,,1.6,135.186326,34.208554,,,,,,,500,和歌山市中島185-3,
和歌山市,和歌山カントリー倶楽部(駐車場・通路),避難場所,指定避難場所,駐車場・通路,津波　,土砂災害予測地域　浸水予測地域　,,☆☆☆,,,,9,135.136398,34.27013,,,,,,,,和歌山市梅原585,
和歌山市,グリーンフル小雑賀,避難場所,指定避難場所,５階以上の共用部分,津波　,津波浸水予測地域,,☆,耐震　,,,1.4,135.184597,34.203184,,,,,,,52,和歌山市小雑賀583-1,
和歌山市,Nビル　パレスNAKASHIMA,避難場所,指定避難場所,５階以上の共用部分,津波　,津波浸水予測地域,,☆,耐震　,,,1.9,135.184894,34.210142,,,,,,,180,和歌山市小雑賀３丁目6-9,
和歌山市,市営北島団地,避難場所,指定避難場所,5階以上の共用部分,津波　,津波浸水予測地域,,☆☆,耐震　,,,2.4,135.157845,34.238782,,,,,,,200,和歌山市北島433-1,
和歌山市,ローパス三葛,避難場所,指定避難場所,5階の共用部分,津波　,津波浸水予測地域,,☆,耐震　,,,1.9,135.185933,34.191624,,,,,,,135,和歌山市三葛247-1,
和歌山市,ビレッジハウス紀三井寺(1~6号棟）,避難所,,,,,,,,,,,135.199603,34.170515,,,,,,,,和歌山市紀三井寺1番地28号,
和歌山市,インペリアル高松,避難場所,指定避難場所,５階以上の共用部分,津波　,,,☆☆☆,耐震　,,,5.8,135.171517,34.206414,,,,,,,171,和歌山市東高松３丁目1-28,
和歌山市,近畿財務局和歌山合同宿舎（１～３号棟）,避難場所,指定避難場所,５階以上の共用部分,津波　,津波浸水予測地域,,☆,耐震　,,,2,135.160756,34.21669,,,,,,,690,和歌山市砂山南３丁目1-65,
和歌山市,湊パーソナルヴィラ,避難場所,指定避難場所,４階以上の共用部分,津波　,津波浸水予測地域,,☆,耐震　,,,1.4,135.15824,34.212156,,,,,,,45,和歌山市湊18,
和歌山市,市営東長町団地,避難場所,指定避難場所,５階以上の共用部分,津波　,,,☆☆☆,耐震　,,,5.1,135.166961,34.222715,,,,,,,75,和歌山市東長町７丁目35,
和歌山市,マスターズエル延時,避難場所,指定避難場所,5階以上の共用部分,津波　,浸水予測地域　,,☆☆,耐震　,,,2.7,135.146798,34.250449,,,,,,,158,和歌山市延時140-1,
和歌山市,和佐児童遊園,避難場所,指定避難場所,,地震　津波　大規模な火事,,,☆☆☆,,,,9.4,135.243485,34.241393,,,,,1803,,601,和歌山市禰宜1224-1,
和歌山市,松下公園,避難場所,指定避難場所,,地震　津波　大規模な火事,,,☆☆☆,,,,9.5,135.242966,34.240419,,,,,8628,,2876,和歌山市禰宜1264,
和歌山市,高積神社,避難場所,,,津波　,,,☆☆☆,,,,27,135.254738,34.233943,,,,,,,,和歌山市禰宜1390,
和歌山市,和歌公園（鏡山地区）,避難場所,指定避難場所,敷地内,津波　,,,☆☆☆,,,,4,135.172987,34.187316,,,,,,,,和歌山市和歌浦　中,
和歌山市,和歌公園（奠供山地区）,避難場所,指定避難場所,敷地内,津波　,,,☆☆☆,,,,4,135.171684,34.18784,,,,,,,,和歌山市和歌浦　中,
和歌山市,和歌公園（津屋公園・城跡山地区）,避難場所,指定避難場所,敷地内,津波　,,,☆☆☆,,,,1.5,135.17125,34.19072,,,,,,,,和歌山市和歌浦　中,
和歌山市,和歌公園（権現山）,避難場所,指定避難場所,敷地内,津波　,,,☆☆☆,,,,5,135.167031,34.193386,,,,,,,,和歌山市和歌浦　西２丁目,
和歌山市,和歌の浦温泉　萬波（駐車場）,避難場所,指定避難場所,駐車場,津波　,,,☆☆☆,,,,29,135.156433,34.18538,,,,,,,,和歌山市新和歌浦2-10,
和歌山市,インペリアル和歌浦,避難場所,指定避難場所,２階以上の共用部分,津波　,津波浸水予測地域,,☆,耐震　,,,1.2,135.175147,34.190686,,,,,,,320,和歌山市和歌浦　東２丁目8-15,
和歌山市,和歌川苑,避難場所,指定避難場所,３階ホール及び共用部分,津波　,津波浸水予測地域,,☆,耐震　,,,1.6,135.177709,34.194454,,,,,,,80,和歌山市和歌川町5-44,
